f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,mean,hour,day,week,12_hour,day_time,4_day_period
43.0,51.0,19.0,0.0,29.0,52.0,45.0,43.0,0.0,0.0,32.0,0.0,20.0,25.692307692307693,72,3,0,6,0,3
19.0,68.0,0.0,5.0,31.0,42.0,42.0,28.0,0.0,0.0,26.0,25.0,22.0,23.692307692307693,72,3,0,6,0,3
39.0,68.0,3.0,52.0,35.0,34.0,63.0,18.0,0.0,0.0,0.0,7.0,43.0,27.846153846153847,72,3,0,6,0,3
17.0,72.0,19.0,38.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,19.0,60.0,24.076923076923077,72,3,0,6,0,3
32.0,84.0,38.0,26.0,65.0,16.0,15.0,61.0,0.0,0.0,0.0,14.0,20.0,28.53846153846154,72,3,0,6,0,3
33.0,0.0,44.0,58.0,73.0,35.0,44.0,25.0,0.0,0.0,0.0,0.0,49.0,27.76923076923077,72,3,0,6,0,3
60.0,30.0,18.0,65.0,58.0,8.0,61.0,38.0,26.0,0.0,15.0,0.0,0.0,29.153846153846153,72,3,0,6,0,3
38.0,8.0,30.0,54.0,81.0,26.0,49.0,21.0,24.0,25.0,41.0,0.0,30.0,32.84615384615385,72,3,0,6,0,3
24.0,60.0,33.0,45.0,73.0,34.0,0.0,7.0,0.0,4.0,39.0,9.0,67.0,30.384615384615383,72,3,0,6,0,3
47.0,96.0,61.0,38.0,13.0,14.0,57.0,11.0,0.0,0.0,66.0,0.0,43.0,34.30769230769231,72,3,0,6,0,3
30.0,67.0,57.0,41.0,59.0,1.0,27.0,49.0,17.0,0.0,55.0,0.0,22.0,32.69230769230769,72,3,0,6,0,3
17.0,91.0,41.0,63.0,50.0,8.0,26.0,57.0,70.0,60.0,50.0,0.0,7.0,41.53846153846154,72,3,0,6,0,3
18.0,59.0,18.0,16.0,10.0,4.0,25.0,60.0,1.0,61.0,44.0,0.0,10.0,25.076923076923077,72,3,0,6,0,3
69.0,77.0,52.0,44.0,54.0,15.0,14.0,81.0,5.0,68.0,43.0,0.0,8.0,40.76923076923077,72,3,0,6,0,3
39.0,54.0,54.0,37.0,78.0,9.0,61.0,57.0,41.0,22.0,12.0,47.0,28.0,41.46153846153846,72,3,0,6,0,3
38.0,51.0,68.0,67.0,82.0,50.0,65.0,55.0,55.0,46.0,31.0,73.0,99.0,60.0,72,3,0,6,0,3
63.0,90.0,14.0,55.0,75.0,85.0,78.0,55.0,49.0,82.0,9.0,47.0,60.0,58.61538461538461,72,3,0,6,0,3
28.0,29.0,2.0,33.0,11.0,54.0,58.0,92.0,92.0,60.0,14.0,41.0,49.0,43.30769230769231,72,3,0,6,0,3
13.0,5.0,41.0,49.0,6.0,88.0,70.0,76.0,71.0,69.0,51.0,61.0,18.0,47.53846153846154,72,3,0,6,0,3
34.0,56.0,57.0,62.0,61.0,74.0,19.0,42.0,82.0,50.0,46.0,53.0,29.0,51.15384615384615,72,3,0,6,0,3
31.0,60.0,39.0,58.0,65.0,35.0,10.0,62.0,102.0,19.0,5.0,38.0,54.0,44.46153846153846,72,3,0,6,0,3
47.0,98.0,35.0,56.0,42.0,39.0,64.0,13.0,44.0,17.0,0.0,15.0,43.0,39.46153846153846,72,3,0,6,0,3
23.0,63.0,46.0,46.0,50.0,34.0,66.0,22.0,9.0,0.0,0.0,11.0,64.0,33.38461538461539,72,3,0,6,0,3
34.0,10.0,58.0,30.0,69.0,48.0,33.0,78.0,22.0,10.0,73.0,0.0,0.0,35.76923076923077,72,3,0,6,0,3
61.0,49.0,33.0,55.0,59.0,48.0,23.0,73.0,2.0,51.0,64.0,41.0,1.0,43.07692307692308,72,3,0,6,0,3
24.0,34.0,56.0,68.0,45.0,103.0,25.0,49.0,19.0,0.0,66.0,0.0,0.0,37.61538461538461,72,3,0,6,0,3
62.0,47.0,20.0,27.0,56.0,13.0,34.0,76.0,15.0,12.0,46.0,0.0,14.0,32.46153846153846,73,3,0,6,0,3
37.0,26.0,38.0,51.0,42.0,15.0,66.0,79.0,93.0,5.0,15.0,0.0,30.0,38.23076923076923,73,3,0,6,0,3
34.0,63.0,19.0,43.0,17.0,35.0,60.0,52.0,79.0,15.0,23.0,0.0,6.0,34.30769230769231,73,3,0,6,0,3
10.0,115.0,1.0,76.0,1.0,62.0,38.0,50.0,85.0,19.0,24.0,0.0,71.0,42.46153846153846,73,3,0,6,0,3
47.0,41.0,1.0,57.0,52.0,82.0,44.0,43.0,105.0,18.0,22.0,8.0,30.0,42.30769230769231,73,3,0,6,0,3
66.0,73.0,0.0,57.0,79.0,90.0,33.0,6.0,48.0,0.0,0.0,43.0,50.0,41.92307692307692,73,3,0,6,0,3
50.0,7.0,0.0,37.0,4.0,75.0,48.0,8.0,80.0,0.0,51.0,4.0,46.0,31.53846153846154,73,3,0,6,0,3
38.0,12.0,6.0,71.0,1.0,95.0,41.0,48.0,77.0,0.0,39.0,4.0,62.0,38.0,73,3,0,6,0,3
33.0,49.0,38.0,55.0,19.0,43.0,37.0,62.0,83.0,40.0,5.0,9.0,68.0,41.61538461538461,73,3,0,6,0,3
36.0,64.0,28.0,50.0,19.0,24.0,67.0,65.0,96.0,78.0,45.0,0.0,16.0,45.23076923076923,73,3,0,6,0,3
36.0,42.0,69.0,20.0,0.0,77.0,21.0,49.0,80.0,81.0,41.0,18.0,0.0,41.07692307692308,73,3,0,6,0,3
38.0,0.0,22.0,29.0,4.0,112.0,22.0,51.0,60.0,72.0,11.0,77.0,6.0,38.76923076923077,73,3,0,6,0,3
22.0,0.0,2.0,47.0,28.0,18.0,28.0,82.0,112.0,84.0,57.0,63.0,77.0,47.69230769230769,73,3,0,6,0,3
40.0,0.0,17.0,67.0,45.0,13.0,33.0,68.0,65.0,68.0,44.0,33.0,26.0,39.92307692307692,73,3,0,6,0,3
25.0,7.0,39.0,11.0,43.0,52.0,69.0,88.0,58.0,78.0,33.0,68.0,62.0,48.69230769230769,73,3,0,6,0,3
21.0,53.0,39.0,8.0,46.0,80.0,19.0,73.0,4.0,103.0,55.0,95.0,36.0,48.61538461538461,73,3,0,6,0,3
0.0,52.0,62.0,0.0,43.0,82.0,56.0,77.0,33.0,51.0,39.0,24.0,62.0,44.69230769230769,73,3,0,6,0,3
0.0,34.0,53.0,0.0,63.0,71.0,30.0,53.0,63.0,90.0,18.0,14.0,58.0,42.07692307692308,73,3,0,6,0,3
28.0,54.0,35.0,22.0,70.0,67.0,36.0,39.0,71.0,54.0,28.0,6.0,29.0,41.46153846153846,73,3,0,6,0,3
21.0,38.0,57.0,25.0,69.0,71.0,49.0,43.0,125.0,87.0,44.0,30.0,0.0,50.69230769230769,73,3,0,6,0,3
42.0,61.0,39.0,25.0,0.0,28.0,53.0,17.0,84.0,85.0,45.0,33.0,81.0,45.61538461538461,73,3,0,6,0,3
25.0,6.0,60.0,48.0,30.0,102.0,34.0,52.0,72.0,82.0,38.0,79.0,49.0,52.07692307692308,73,3,0,6,0,3
11.0,56.0,41.0,39.0,22.0,67.0,37.0,74.0,101.0,105.0,54.0,32.0,29.0,51.38461538461539,73,3,0,6,0,3
9.0,24.0,42.0,23.0,40.0,104.0,40.0,65.0,123.0,27.0,37.0,48.0,53.0,48.84615384615385,73,3,0,6,0,3
0.0,7.0,25.0,32.0,12.0,118.0,34.0,57.0,45.0,62.0,21.0,68.0,40.0,40.07692307692308,73,3,0,6,0,3
29.0,0.0,10.0,42.0,85.0,85.0,56.0,81.0,46.0,93.0,100.0,54.0,62.0,57.15384615384615,73,3,0,6,0,3
13.0,21.0,4.0,64.0,15.0,75.0,52.0,64.0,59.0,80.0,81.0,75.0,18.0,47.76923076923077,73,3,0,6,0,3
24.0,0.0,40.0,48.0,49.0,70.0,33.0,57.0,49.0,84.0,63.0,58.0,23.0,46.0,73,3,0,6,0,3
29.0,0.0,48.0,61.0,83.0,68.0,54.0,18.0,72.0,118.49866,50.0,44.0,44.0,53.03835846153846,73,3,0,6,0,3
7.0,0.0,52.0,56.0,36.0,59.0,39.0,25.0,17.0,84.0,36.0,46.0,54.0,39.30769230769231,73,3,0,6,0,3
30.0,47.0,47.0,24.0,79.0,56.0,35.0,67.0,45.0,25.0,43.0,57.0,95.0,50.0,73,3,0,6,0,3
45.0,8.0,11.0,50.0,21.0,94.0,62.0,82.0,88.0,39.0,40.0,51.0,29.0,47.69230769230769,73,3,0,6,0,3
6.0,0.0,40.0,50.0,37.0,75.0,33.0,74.0,92.0,24.0,0.0,7.0,7.0,34.23076923076923,73,3,0,6,0,3
15.0,0.0,22.0,49.0,66.0,107.0,39.0,68.0,45.0,70.0,10.0,56.0,46.0,45.61538461538461,73,3,0,6,0,3
11.0,0.0,15.0,51.0,66.0,53.0,55.0,76.0,87.0,95.0,0.0,61.0,40.0,46.92307692307692,73,3,0,6,0,3
3.0,0.0,24.0,71.0,32.0,111.0,57.0,40.0,103.0,88.0,49.0,23.0,3.0,46.46153846153846,73,3,0,6,0,3
23.0,0.0,0.0,72.0,96.0,86.0,47.0,49.0,53.0,47.0,29.0,54.0,44.0,46.15384615384615,73,3,0,6,0,3
25.0,0.0,13.0,59.0,69.0,96.0,49.0,69.0,69.0,0.0,28.0,13.0,44.0,41.07692307692308,73,3,0,6,0,3
20.0,0.0,29.0,49.0,63.0,86.0,42.0,55.0,46.0,72.0,47.0,40.0,43.0,45.53846153846154,73,3,0,6,0,3
31.0,0.0,33.0,19.0,66.0,94.0,34.0,62.0,49.0,96.0,41.0,40.0,53.0,47.53846153846154,73,3,0,6,0,3
26.0,0.0,37.0,64.0,63.0,65.0,49.0,57.0,120.0,91.0,78.0,56.0,38.0,57.23076923076923,73,3,0,6,0,3
20.0,6.0,35.0,73.0,51.0,54.0,27.0,60.0,31.0,69.0,57.0,23.0,19.0,40.38461538461539,73,3,0,6,0,3
42.0,0.0,22.0,81.0,46.0,64.0,37.0,54.0,23.0,95.0,36.0,51.0,6.0,42.84615384615385,73,3,0,6,0,3
13.0,0.0,13.0,42.0,38.0,122.6049868,20.0,59.0,84.0,111.0,94.0,11.0,1.0,46.815768215384615,73,3,0,6,0,3
19.0,0.0,10.0,29.0,69.0,73.0,40.0,55.0,52.0,34.0,56.0,45.0,56.0,41.38461538461539,73,3,0,6,0,3
0.0,0.0,31.0,52.0,86.0,122.6049868,35.0,70.0,18.0,3.0,21.0,73.0,52.0,43.354229753846155,73,3,0,6,0,3
44.0,0.0,6.0,1.0,65.0,41.0,52.0,51.0,30.0,0.0,39.0,49.0,82.0,35.38461538461539,73,3,0,6,0,3
32.0,0.0,6.0,50.0,33.0,102.0,61.0,65.0,81.0,0.0,92.0,20.0,55.0,45.92307692307692,73,3,0,6,0,3
17.0,29.0,1.0,57.0,74.0,109.0,33.0,33.0,117.0,31.0,48.0,41.0,47.0,49.0,73,3,0,6,0,3
58.0,0.0,13.0,60.0,33.0,78.0,34.0,70.0,58.0,0.0,11.0,8.0,47.0,36.15384615384615,73,3,0,6,0,3
30.0,5.0,32.0,76.0,22.0,91.0,35.0,67.0,69.0,0.0,89.0,45.0,29.0,45.38461538461539,73,3,0,6,0,3
0.0,0.0,0.0,69.0,25.0,79.0,17.0,57.0,103.0,0.0,25.0,64.0,1.0,33.84615384615385,73,3,0,6,0,3
42.0,6.0,0.0,56.0,51.0,61.0,48.0,65.0,91.0,21.0,62.0,59.0,42.0,46.46153846153846,73,3,0,6,0,3
52.0,19.0,0.0,23.0,19.0,68.0,49.0,58.0,83.0,109.0,78.0,19.0,21.0,46.0,73,3,0,6,0,3
37.0,10.0,0.0,72.0,37.0,111.0,40.0,61.0,42.0,110.0,78.0,20.0,17.0,48.84615384615385,73,3,0,6,0,3
30.0,0.0,0.0,35.0,41.0,59.0,34.0,53.0,80.0,82.0,71.0,61.0,29.0,44.23076923076923,73,3,0,6,0,3
10.0,1.0,0.0,22.0,63.0,40.0,51.0,42.0,0.0,61.0,32.0,41.0,53.0,32.0,73,3,0,6,0,3
17.0,12.0,0.0,57.0,63.0,4.0,60.0,53.0,55.0,91.0,50.0,0.0,25.0,37.46153846153846,73,3,0,6,0,3
34.0,13.0,0.0,74.0,21.0,56.0,38.0,50.0,61.0,89.0,90.0,55.0,57.0,49.07692307692308,73,3,0,6,0,3
28.0,0.0,0.0,53.0,51.0,73.0,31.0,44.0,51.0,58.0,43.0,17.0,17.0,35.84615384615385,73,3,0,6,0,3
6.0,0.0,2.0,45.0,19.0,51.0,57.0,0.0,99.0,30.0,63.0,63.0,6.0,33.92307692307692,74,3,0,6,0,3
12.0,0.0,10.0,31.0,60.0,74.0,38.0,59.0,106.0,92.0,16.0,54.0,19.0,43.92307692307692,74,3,0,6,0,3
12.0,0.0,20.0,61.0,64.0,31.0,26.0,73.0,101.0,65.0,0.0,53.0,70.0,44.30769230769231,74,3,0,6,0,3
44.0,0.0,0.0,40.0,56.0,56.0,35.0,54.0,81.0,38.0,0.0,62.0,69.0,41.15384615384615,74,3,0,6,0,3
19.0,0.0,0.0,59.0,60.0,85.0,45.0,66.0,80.0,63.0,35.0,35.0,79.0,48.15384615384615,74,3,0,6,0,3
11.0,12.0,0.0,46.0,79.0,65.0,51.0,53.0,86.0,81.0,77.0,47.0,53.0,50.84615384615385,74,3,0,6,0,3
0.0,15.0,0.0,62.0,27.0,1.0,36.0,49.0,40.0,86.0,45.0,28.0,48.0,33.61538461538461,74,3,0,6,0,3
0.0,11.0,0.0,51.0,69.0,50.0,38.0,82.0,80.0,112.0,57.0,34.0,13.0,45.92307692307692,74,3,0,6,0,3
0.0,36.0,14.0,22.0,42.0,81.0,22.0,62.0,13.0,116.0,96.0,38.0,14.0,42.76923076923077,74,3,0,6,0,3
3.0,25.0,0.0,2.0,16.0,84.0,4.0,56.0,59.0,55.0,69.0,40.0,10.0,32.53846153846154,74,3,0,6,0,3
7.0,0.0,0.0,27.0,22.0,78.0,59.0,56.0,81.0,115.0,43.0,47.0,0.0,41.15384615384615,74,3,0,6,0,3
36.0,3.0,0.0,32.0,46.0,32.0,27.0,56.0,105.0,80.0,28.0,15.0,0.0,35.38461538461539,74,3,0,6,0,3
18.0,0.0,4.0,82.0,16.0,75.0,34.0,61.0,89.0,82.0,69.0,19.0,0.0,42.23076923076923,74,3,0,6,0,3
28.0,7.0,0.0,63.0,39.0,117.0,31.0,74.0,91.0,32.0,95.0,47.0,24.0,49.84615384615385,74,3,0,6,0,3
18.0,2.0,0.0,52.0,53.0,71.0,39.0,30.0,64.0,116.0,4.0,19.0,22.0,37.69230769230769,74,3,0,6,0,3
19.0,62.0,27.0,66.0,82.0,63.0,43.0,1.0,98.0,105.0,44.0,11.0,59.0,52.30769230769231,74,3,0,6,0,3
37.0,54.0,0.0,65.0,64.0,97.0,53.0,66.0,103.0,101.0,56.0,41.0,54.0,60.84615384615385,74,3,0,6,0,3
23.0,72.0,23.0,47.0,64.0,49.0,51.0,71.0,92.0,58.0,49.0,22.0,30.0,50.07692307692308,74,3,0,6,0,3
7.0,86.0,25.0,61.0,70.0,64.0,15.0,47.0,103.0,59.0,31.0,28.0,47.0,49.46153846153846,74,3,0,6,0,3
0.0,52.0,8.0,58.0,59.0,25.0,34.0,54.0,103.0,48.0,25.0,28.0,29.0,40.23076923076923,74,3,0,6,0,3
6.0,57.0,0.0,47.0,45.0,12.0,18.0,52.0,70.0,96.0,81.0,65.0,24.0,44.07692307692308,74,3,0,6,0,3
9.0,85.0,0.0,8.0,83.0,31.0,67.0,42.0,8.0,89.0,62.0,58.0,36.0,44.46153846153846,74,3,0,6,0,3
44.0,34.0,11.0,63.0,45.0,23.0,37.0,39.0,80.0,93.0,27.0,43.0,77.0,47.38461538461539,74,3,0,6,0,3
30.0,9.0,3.0,73.0,66.0,82.0,11.0,59.0,50.0,103.0,39.0,10.0,53.0,45.23076923076923,74,3,0,6,0,3
22.0,46.0,0.0,61.0,39.0,57.0,38.0,59.0,82.0,98.0,21.0,0.0,96.0,47.61538461538461,74,3,0,6,0,3
12.0,77.0,27.0,38.0,37.0,60.0,39.0,28.0,81.0,76.0,0.0,0.0,52.0,40.53846153846154,74,3,0,6,0,3
5.0,35.0,47.0,50.0,32.0,85.0,35.0,62.0,47.0,27.0,13.0,0.0,81.0,39.92307692307692,74,3,0,6,0,3
24.0,97.0,13.0,48.0,14.0,86.0,19.0,78.0,22.0,64.0,57.0,21.0,54.0,45.92307692307692,74,3,0,6,0,3
18.0,85.0,55.0,73.0,39.0,90.0,9.0,78.0,53.0,100.0,62.0,39.0,33.0,56.46153846153846,74,3,0,6,0,3
45.0,81.0,61.0,24.0,41.0,71.0,39.0,77.0,83.0,118.49866,50.0,68.0,5.0,58.73066615384615,74,3,0,6,0,3
48.0,85.0,79.54686296,72.0,47.0,94.0,13.0,84.0,120.0,118.49866,1.0,49.0,13.0,63.388117150769226,74,3,0,6,0,3
29.0,72.0,62.0,71.0,6.0,76.0,26.0,44.0,27.0,88.0,68.0,48.0,26.0,49.46153846153846,74,3,0,6,0,3
18.0,43.0,44.0,42.0,27.0,64.0,36.0,44.0,13.0,102.0,64.0,31.0,4.0,40.92307692307692,74,3,0,6,0,3
24.0,37.0,64.0,41.0,39.0,22.0,38.0,56.0,71.0,90.0,61.0,0.0,62.0,46.53846153846154,74,3,0,6,0,3
1.0,13.0,30.0,39.0,63.0,56.0,51.0,71.0,67.0,55.0,2.0,23.0,12.0,37.15384615384615,74,3,0,6,0,3
0.0,82.0,70.0,58.0,69.0,39.0,41.0,25.0,109.0,6.0,42.0,60.0,41.0,49.38461538461539,74,3,0,6,0,3
0.0,74.0,79.54686296,63.0,46.0,36.0,61.0,87.0,89.0,84.0,26.0,12.0,26.0,52.58052792,74,3,0,6,0,3
21.0,83.0,41.0,73.0,74.0,30.0,44.0,75.0,88.0,39.0,33.0,31.0,40.0,51.69230769230769,74,3,0,6,0,3
17.0,84.0,40.0,62.0,52.0,0.0,47.0,22.0,53.0,2.0,54.0,44.0,50.0,40.53846153846154,74,3,0,6,0,3
1.0,87.0,55.0,77.0,35.0,30.0,41.0,0.0,55.0,37.0,70.0,0.0,0.0,37.53846153846154,74,3,0,6,0,3
0.0,68.0,47.0,62.0,2.0,46.0,20.0,16.0,97.0,89.0,115.0323965,0.0,1.0,43.31018434615385,74,3,0,6,0,3
7.0,93.0,12.0,54.0,35.0,98.0,24.0,90.0,27.0,108.0,91.0,24.0,32.0,53.46153846153846,74,3,0,6,0,3
2.0,76.0,25.0,55.0,41.0,60.0,55.0,20.0,20.0,88.0,43.0,29.0,66.0,44.61538461538461,74,3,0,6,0,3
44.0,96.0,41.0,58.0,50.0,55.0,29.0,44.0,60.0,73.0,30.0,30.0,13.0,47.92307692307692,74,3,0,6,0,3
52.0,79.0,46.0,54.0,35.0,44.0,68.0,1.0,90.0,64.0,15.0,30.0,18.0,45.84615384615385,74,3,0,6,0,3
15.0,78.0,53.0,50.0,41.0,107.0,30.0,61.0,44.0,85.0,5.0,39.0,63.0,51.61538461538461,74,3,0,6,0,3
24.0,94.0,41.0,5.0,21.0,84.0,47.0,49.0,88.0,76.0,65.0,31.0,68.0,53.30769230769231,74,3,0,6,0,3
21.0,70.0,71.0,56.0,15.0,86.0,44.0,77.0,79.0,81.0,66.0,55.0,31.0,57.84615384615385,74,3,0,6,0,3
46.0,59.0,8.0,8.0,84.0,89.0,17.0,54.0,64.0,30.0,22.0,49.0,34.0,43.38461538461539,74,3,0,6,0,3
19.0,35.0,0.0,8.0,22.0,34.0,44.0,44.0,79.0,53.0,17.0,31.0,0.0,29.692307692307693,74,3,0,6,0,3
2.0,0.0,17.0,39.0,35.0,73.0,10.0,45.0,106.0,12.0,54.0,61.0,35.0,37.61538461538461,74,3,0,6,0,3
33.0,11.0,0.0,27.0,57.0,85.0,15.0,49.0,65.0,22.0,80.0,6.0,26.0,36.61538461538461,74,3,0,6,0,3
10.0,48.0,25.0,77.0,57.0,82.0,2.0,66.0,101.0,9.0,15.0,35.0,15.0,41.69230769230769,74,3,0,6,0,3
26.0,25.0,72.0,66.0,62.0,73.0,24.0,60.0,26.0,43.0,61.0,0.0,0.0,41.38461538461539,74,3,0,6,0,3
33.0,42.0,53.0,50.0,57.0,21.0,33.0,69.0,108.0,81.0,34.0,0.0,21.0,46.30769230769231,74,3,0,6,0,3
15.0,14.0,41.0,67.0,36.0,10.0,42.0,44.0,70.0,59.0,85.0,6.0,0.0,37.61538461538461,74,3,0,6,0,3
3.0,51.0,34.0,55.0,19.0,13.0,34.0,49.0,64.0,51.0,90.0,47.0,9.0,39.92307692307692,74,3,0,6,0,3
41.0,75.0,79.54686296,50.0,7.0,10.0,44.0,40.0,84.0,25.0,8.0,56.0,4.0,40.272835612307695,74,3,0,6,0,3
20.0,83.0,39.0,40.0,41.0,76.0,31.0,83.0,34.0,56.0,12.0,57.0,52.0,48.0,74,3,0,6,0,3
18.0,34.0,34.0,40.0,4.0,53.0,17.0,75.0,0.0,102.0,0.0,53.0,27.0,35.15384615384615,74,3,0,6,0,3
44.0,39.0,0.0,22.0,0.0,52.0,35.0,58.0,8.0,103.0,0.0,6.0,57.0,32.61538461538461,75,3,0,6,0,3
5.0,100.0,0.0,35.0,46.0,32.0,56.0,82.0,39.0,70.0,37.0,12.0,45.0,43.0,75,3,0,6,0,3
5.0,77.0,0.0,54.0,51.0,43.0,23.0,100.0,56.0,68.0,82.0,0.0,89.0,49.84615384615385,75,3,0,6,0,3
14.0,34.0,2.0,43.0,41.0,105.0,39.0,89.0,17.0,65.0,36.0,0.0,41.0,40.46153846153846,75,3,0,6,0,3
12.0,57.0,33.0,64.0,54.0,74.0,47.0,64.0,0.0,26.0,13.0,0.0,12.0,35.07692307692308,75,3,0,6,0,3
22.0,0.0,9.0,41.0,32.0,62.0,18.0,76.0,0.0,46.0,37.0,0.0,76.0,32.23076923076923,75,3,0,6,0,3
7.0,8.0,3.0,72.0,42.0,43.0,26.0,77.0,35.0,35.0,109.0,0.0,34.0,37.76923076923077,75,3,0,6,0,3
31.0,66.0,23.0,74.0,47.0,63.0,43.0,37.0,54.0,60.0,59.0,0.0,10.0,43.61538461538461,75,3,0,6,0,3
31.0,92.0,41.0,65.0,27.0,70.0,19.0,77.0,59.0,104.0,61.0,0.0,47.0,53.30769230769231,75,3,0,6,0,3
18.0,78.0,50.0,23.0,50.0,52.0,14.0,69.0,82.0,109.0,48.0,0.0,37.0,48.46153846153846,75,3,0,6,0,3
3.0,49.0,37.0,26.0,24.0,73.0,17.0,42.0,95.0,100.0,41.0,0.0,70.0,44.38461538461539,75,3,0,6,0,3
3.0,10.0,32.0,22.0,30.0,39.0,44.0,31.0,70.0,47.0,64.0,0.0,8.0,30.76923076923077,75,3,0,6,0,3
20.0,24.0,50.0,56.0,0.0,64.0,62.0,10.0,110.0,40.0,81.0,0.0,34.0,42.38461538461539,75,3,0,6,0,3
27.0,59.0,42.0,66.0,17.0,85.0,47.0,14.0,49.0,43.0,15.0,0.0,20.0,37.23076923076923,75,3,0,6,0,3
16.0,113.0,43.0,18.0,48.0,34.0,45.0,91.0,16.0,88.0,32.0,0.0,56.0,46.15384615384615,75,3,0,6,0,3
24.0,64.0,47.0,49.0,12.0,1.0,59.0,60.0,44.0,96.0,64.0,0.0,45.0,43.46153846153846,75,3,0,6,0,3
33.0,57.0,39.0,59.0,0.0,41.0,13.0,69.0,83.0,50.0,70.0,0.0,58.0,44.0,75,3,0,6,0,3
9.0,73.0,25.0,69.0,29.0,34.0,44.0,74.0,92.0,49.0,26.0,23.0,18.0,43.46153846153846,75,3,0,6,0,3
17.0,54.0,17.0,55.0,87.0,38.0,41.0,58.0,29.0,24.0,36.0,24.0,4.0,37.23076923076923,75,3,0,6,0,3
27.0,28.0,17.0,39.0,65.0,94.0,42.0,69.0,40.0,88.0,78.0,23.0,46.0,50.46153846153846,75,3,0,6,0,3
2.0,42.0,40.0,27.0,53.0,77.0,37.0,53.0,88.0,104.0,60.0,35.0,17.0,48.84615384615385,75,3,0,6,0,3
14.0,43.0,28.0,48.0,85.0,46.0,16.0,24.0,9.0,57.0,34.0,55.0,11.0,36.15384615384615,75,3,0,6,0,3
27.0,20.0,30.0,59.0,49.0,71.0,44.0,25.0,83.0,59.0,50.0,43.0,33.0,45.61538461538461,75,3,0,6,0,3
42.0,52.0,31.0,39.0,0.0,93.0,66.0,28.0,95.0,109.0,58.0,2.0,0.0,47.30769230769231,75,3,0,6,0,3
49.0,105.0,30.0,50.0,59.0,54.0,30.0,33.0,72.0,93.0,4.0,35.0,0.0,47.23076923076923,75,3,0,6,0,3
22.0,17.0,61.0,59.0,25.0,97.0,41.0,77.0,47.0,77.0,22.0,15.0,0.0,43.07692307692308,75,3,0,6,0,3
31.0,19.0,22.0,53.0,23.0,50.0,54.0,32.0,74.0,84.0,17.0,21.0,0.0,36.92307692307692,75,3,0,6,0,3
35.0,50.0,0.0,53.0,48.0,29.0,81.0,0.0,59.0,93.0,63.0,54.0,14.0,44.53846153846154,75,3,0,6,0,3
27.0,84.0,5.0,43.0,31.0,0.0,66.0,51.0,87.0,90.0,83.0,18.0,15.0,46.15384615384615,75,3,0,6,0,3
0.0,108.0,19.0,43.0,47.0,14.0,42.0,47.0,86.0,46.0,39.0,2.0,15.0,39.07692307692308,75,3,0,6,0,3
0.0,85.0,56.0,5.0,44.0,28.0,19.0,56.0,66.0,4.0,61.0,7.0,0.0,33.15384615384615,75,3,0,6,0,3
36.0,61.0,30.0,16.0,36.0,61.0,44.0,34.0,55.0,26.0,63.0,0.0,0.0,35.53846153846154,75,3,0,6,0,3
30.0,87.0,13.0,68.0,47.0,49.0,19.0,58.0,87.0,33.0,51.0,7.0,0.0,42.23076923076923,75,3,0,6,0,3
19.0,33.0,41.0,50.0,70.0,92.0,57.0,41.0,116.0,68.0,90.0,42.0,0.0,55.30769230769231,75,3,0,6,0,3
1.0,39.0,24.0,64.0,31.0,82.0,49.0,42.0,132.0,13.0,86.0,44.0,0.0,46.69230769230769,75,3,0,6,0,3
38.0,42.0,36.0,73.0,70.0,58.0,20.0,52.0,119.0,0.0,74.0,59.0,0.0,49.30769230769231,75,3,0,6,0,3
32.0,26.0,27.0,86.0,72.0,63.0,18.0,31.0,50.0,23.0,47.0,44.0,0.0,39.92307692307692,75,3,0,6,0,3
0.0,0.0,38.0,40.0,77.0,68.0,6.0,51.0,0.0,102.0,13.0,44.0,0.0,33.76923076923077,75,3,0,6,0,3
7.0,4.0,51.0,21.0,61.0,91.0,64.0,46.0,0.0,102.0,20.0,38.0,0.0,38.84615384615385,75,3,0,6,0,3
18.0,100.0,44.0,38.0,22.0,68.0,52.0,45.0,17.0,82.0,19.0,26.0,0.0,40.84615384615385,75,3,0,6,0,3
4.0,52.0,38.0,70.0,29.0,48.0,41.0,64.0,90.0,34.0,50.0,35.0,0.0,42.69230769230769,75,3,0,6,0,3
23.0,45.0,59.0,32.0,47.0,21.0,48.0,38.0,96.0,24.0,41.0,15.0,0.0,37.61538461538461,75,3,0,6,0,3
44.0,75.0,38.0,43.0,35.0,30.0,32.0,27.0,69.0,28.0,84.0,4.0,14.0,40.23076923076923,75,3,0,6,0,3
54.0,59.0,38.0,73.0,43.0,42.0,46.0,44.0,40.0,102.0,37.0,56.0,3.0,49.0,75,3,0,6,0,3
21.0,5.0,35.0,62.0,33.0,40.0,39.0,23.0,85.0,83.0,46.0,61.0,35.0,43.69230769230769,75,3,0,6,0,3
4.0,30.0,23.0,64.0,6.0,15.0,50.0,68.0,67.0,80.0,27.0,14.0,6.0,34.92307692307692,75,3,0,6,0,3
62.0,90.0,30.0,41.0,72.0,53.0,30.0,57.0,75.0,94.0,8.0,51.0,0.0,51.0,75,3,0,6,0,3
17.0,43.0,1.0,19.0,60.0,5.0,61.0,64.0,86.0,74.0,12.0,34.0,0.0,36.61538461538461,75,3,0,6,0,3
