f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,mean,hour,day,week,12_hour,day_time,4_day_period
25.0,62.0,0.0,61.0,0.0,10.0,31.0,7.0,76.0,33.0,1.0,0.0,9.0,24.23076923076923,0,0,0,0,0,0
26.0,28.0,4.0,53.0,0.0,35.0,11.0,0.0,39.0,82.0,4.0,0.0,10.0,22.46153846153846,0,0,0,0,0,0
35.0,40.0,5.0,23.0,0.0,42.0,38.0,0.0,41.0,60.0,0.0,3.0,30.0,24.384615384615383,0,0,0,0,0,0
63.0,7.0,2.0,43.0,0.0,0.0,23.0,43.0,83.0,8.0,0.0,0.0,15.0,22.076923076923077,0,0,0,0,0,0
0.0,0.0,0.0,38.0,3.0,0.0,21.0,0.0,30.0,0.0,0.0,10.0,17.0,9.153846153846153,0,0,0,0,0,0
0.0,46.0,0.0,81.0,0.0,0.0,27.0,1.0,39.0,53.0,0.0,9.0,0.0,19.692307692307693,0,0,0,0,0,0
0.0,0.0,0.0,40.0,0.0,37.0,35.0,16.0,9.0,40.0,0.0,13.0,16.0,15.846153846153847,0,0,0,0,0,0
0.0,51.0,0.0,26.0,0.0,14.0,32.0,13.0,0.0,22.0,0.0,62.0,22.0,18.615384615384617,0,0,0,0,0,0
0.0,11.0,0.0,38.0,0.0,1.0,58.0,44.0,0.0,85.0,2.0,74.0,2.0,24.23076923076923,0,0,0,0,0,0
31.0,66.0,22.0,26.0,2.0,50.0,38.0,90.0,21.0,85.0,4.0,21.0,25.0,37.0,0,0,0,0,0,0
0.0,61.0,16.0,24.0,0.0,1.0,70.0,65.0,18.0,49.0,14.0,30.0,27.0,28.846153846153847,0,0,0,0,0,0
43.0,53.0,0.0,21.0,0.0,13.0,49.0,0.0,34.0,0.0,0.0,55.0,57.0,25.0,0,0,0,0,0,0
20.0,40.0,0.0,35.0,0.0,0.0,47.0,3.0,31.0,39.0,0.0,50.0,51.0,24.307692307692307,0,0,0,0,0,0
0.0,30.0,4.0,51.0,3.0,5.0,25.0,0.0,38.0,83.0,0.0,40.0,54.0,25.615384615384617,0,0,0,0,0,0
25.0,70.0,0.0,55.0,2.0,10.0,53.0,46.0,29.0,79.0,0.0,55.0,28.0,34.76923076923077,0,0,0,0,0,0
53.0,30.0,6.0,35.0,16.0,43.0,51.0,26.0,0.0,85.0,0.0,32.0,32.0,31.46153846153846,0,0,0,0,0,0
37.0,70.0,0.0,67.0,54.0,50.0,46.0,82.0,0.0,84.0,0.0,0.0,47.0,41.30769230769231,0,0,0,0,0,0
45.0,72.0,3.0,49.0,17.0,76.0,36.0,49.0,0.0,98.0,0.0,0.0,46.0,37.76923076923077,0,0,0,0,0,0
45.0,60.0,7.0,34.0,6.0,29.0,29.0,23.0,0.0,67.0,0.0,0.0,9.0,23.76923076923077,0,0,0,0,0,0
59.0,62.0,6.0,63.0,25.0,27.0,17.0,10.0,4.0,71.0,0.0,18.0,31.0,30.23076923076923,0,0,0,0,0,0
32.0,39.0,4.0,50.0,0.0,23.0,42.0,49.0,0.0,67.0,0.0,25.0,9.0,26.153846153846153,0,0,0,0,0,0
42.0,79.0,0.0,48.0,0.0,21.0,48.0,12.0,0.0,86.0,0.0,13.0,4.0,27.153846153846153,0,0,0,0,0,0
44.0,62.0,0.0,71.0,13.0,2.0,50.0,62.0,0.0,40.0,0.0,13.0,25.0,29.384615384615383,0,0,0,0,0,0
40.0,47.0,0.0,28.0,18.0,55.0,75.0,36.0,0.0,22.0,0.0,13.0,0.0,25.692307692307693,0,0,0,0,0,0
43.0,69.0,0.0,30.0,15.0,26.0,39.0,36.0,1.0,0.0,0.0,0.0,33.0,22.46153846153846,0,0,0,0,0,0
54.0,60.0,0.0,5.0,30.0,69.0,45.0,26.0,0.0,2.0,0.0,0.0,2.0,22.53846153846154,0,0,0,0,0,0
28.0,0.0,0.0,31.0,37.0,51.0,37.0,10.0,39.0,45.0,0.0,0.0,0.0,21.384615384615383,0,0,0,0,0,0
54.0,2.0,0.0,36.0,4.0,48.0,65.0,0.0,12.0,24.0,12.0,0.0,1.0,19.846153846153847,0,0,0,0,0,0
35.0,50.0,0.0,0.0,55.0,61.0,45.0,0.0,0.0,21.0,33.0,0.0,1.0,23.153846153846153,0,0,0,0,0,0
23.0,54.0,0.0,0.0,65.0,35.0,20.0,0.0,0.0,19.0,46.0,0.0,6.0,20.615384615384617,0,0,0,0,0,0
29.0,18.0,0.0,43.0,37.0,47.0,5.0,11.0,0.0,7.0,6.0,0.0,2.0,15.76923076923077,0,0,0,0,0,0
50.0,31.0,0.0,48.0,84.0,44.0,18.0,21.0,0.0,18.0,21.0,0.0,3.0,26.0,0,0,0,0,0,0
44.0,33.0,11.0,47.0,53.0,54.0,0.0,81.0,0.0,0.0,18.0,0.0,0.0,26.23076923076923,0,0,0,0,0,0
80.0,80.0,44.0,47.0,52.0,21.0,0.0,46.0,14.0,13.0,54.0,0.0,0.0,34.69230769230769,0,0,0,0,0,0
30.0,52.0,4.0,7.0,72.0,15.0,17.0,64.0,0.0,3.0,19.0,0.0,0.0,21.76923076923077,0,0,0,0,0,0
37.0,41.0,1.0,25.0,72.0,35.0,15.0,62.0,31.0,12.0,10.0,0.0,55.0,30.46153846153846,0,0,0,0,0,0
73.0,73.0,0.0,46.0,49.0,36.0,42.0,93.0,51.0,20.0,2.0,9.0,11.0,38.84615384615385,0,0,0,0,0,0
44.0,29.0,0.0,46.0,80.0,35.0,37.0,33.0,39.0,0.0,32.0,0.0,28.0,31.0,0,0,0,0,0,0
52.0,56.0,0.0,57.0,76.0,62.0,47.0,19.0,43.0,0.0,13.0,19.0,10.0,34.92307692307692,0,0,0,0,0,0
89.0,43.0,0.0,63.0,84.0,8.0,55.0,88.0,0.0,16.0,17.0,11.0,42.0,39.69230769230769,0,0,0,0,0,0
34.0,32.0,18.0,15.0,63.0,50.0,33.0,68.0,0.0,69.0,21.0,28.0,11.0,34.0,0,0,0,0,0,0
28.0,24.0,24.0,43.0,58.0,49.0,71.0,43.0,0.0,66.0,51.0,29.0,6.0,37.84615384615385,0,0,0,0,0,0
35.0,85.0,30.0,53.0,63.0,10.0,29.0,31.0,19.0,75.0,27.0,27.0,0.0,37.23076923076923,0,0,0,0,0,0
30.0,33.0,30.0,61.0,53.0,1.0,32.0,14.0,67.0,32.0,84.0,2.0,8.0,34.38461538461539,0,0,0,0,0,0
48.0,60.0,40.0,37.0,33.0,31.0,45.0,0.0,57.0,60.0,61.0,1.0,53.0,40.46153846153846,0,0,0,0,0,0
21.0,42.0,7.0,42.0,49.0,7.0,37.0,22.0,95.0,85.0,28.0,0.0,1.0,33.53846153846154,0,0,0,0,0,0
12.0,0.0,0.0,51.0,43.0,0.0,48.0,86.0,78.0,67.0,34.0,0.0,26.0,34.23076923076923,0,0,0,0,0,0
32.0,0.0,13.0,55.0,14.0,14.0,30.0,50.0,74.0,98.0,13.0,0.0,39.0,33.23076923076923,0,0,0,0,0,0
3.0,46.0,0.0,13.0,74.0,59.0,62.0,42.0,92.0,77.0,0.0,18.0,61.0,42.07692307692308,0,0,0,0,0,0
4.0,47.0,13.0,32.0,58.0,67.0,65.0,67.0,70.0,72.0,6.0,26.0,42.0,43.76923076923077,0,0,0,0,0,0
54.0,45.0,70.0,36.0,35.0,79.0,50.0,60.0,21.0,71.0,25.0,0.0,58.0,46.46153846153846,0,0,0,0,0,0
17.0,78.0,7.0,31.0,50.0,79.0,36.0,56.0,0.0,73.0,49.0,0.0,58.0,41.07692307692308,0,0,0,0,0,0
7.0,82.0,8.0,45.0,29.0,49.0,47.0,15.0,0.0,86.0,77.0,0.0,45.0,37.69230769230769,0,0,0,0,0,0
18.0,62.0,7.0,65.0,62.0,59.0,40.0,74.0,42.0,99.0,63.0,0.0,58.0,49.92307692307692,0,0,0,0,0,0
48.0,80.0,0.0,25.0,38.0,34.0,79.0,91.0,94.0,49.0,70.0,70.0,29.0,54.38461538461539,0,0,0,0,0,0
60.0,90.0,0.0,8.0,11.0,38.0,27.0,45.0,84.0,0.0,44.0,18.0,36.0,35.46153846153846,0,0,0,0,0,0
16.0,67.0,13.0,60.0,114.3688469,45.0,37.0,20.0,62.0,21.0,45.0,8.0,30.0,41.41298822307692,0,0,0,0,0,0
13.0,75.0,38.0,31.0,77.0,10.0,11.0,77.0,95.0,63.0,34.0,0.0,28.0,42.46153846153846,0,0,0,0,0,0
33.0,74.0,0.0,0.0,59.0,74.0,57.0,83.0,113.0,75.0,68.0,14.0,66.0,55.07692307692308,0,0,0,0,0,0
53.0,33.0,30.0,11.0,32.0,50.0,53.0,66.0,96.0,87.0,57.0,28.0,49.0,49.61538461538461,0,0,0,0,0,0
43.0,32.0,53.0,45.0,31.0,76.0,47.0,45.0,75.0,72.0,66.0,23.0,32.0,49.23076923076923,1,0,0,0,0,0
57.0,32.0,37.0,66.0,5.0,85.0,57.0,88.0,70.0,77.0,70.0,16.0,0.0,50.76923076923077,1,0,0,0,0,0
47.0,27.0,0.0,29.0,19.0,71.0,54.0,75.0,5.0,73.0,52.0,32.0,7.0,37.76923076923077,1,0,0,0,0,0
71.0,29.0,0.0,37.0,47.0,74.0,36.0,97.0,11.0,57.0,80.0,44.0,82.0,51.15384615384615,1,0,0,0,0,0
24.0,51.0,9.0,69.0,13.0,86.0,50.0,67.0,89.0,67.0,45.0,40.0,27.0,49.0,1,0,0,0,0,0
45.0,10.0,49.0,70.0,0.0,58.0,16.0,5.0,74.0,85.0,47.0,50.0,49.0,42.92307692307692,1,0,0,0,0,0
12.0,34.0,36.0,21.0,8.0,6.0,32.0,76.0,50.0,50.0,33.0,29.0,26.0,31.76923076923077,1,0,0,0,0,0
28.0,98.0,52.0,66.0,13.0,46.0,48.0,108.0,100.0,72.0,64.0,26.0,45.0,58.92307692307692,1,0,0,0,0,0
26.0,73.0,44.0,63.0,2.0,88.0,45.0,90.0,64.0,9.0,41.0,43.0,58.0,49.69230769230769,1,0,0,0,0,0
10.0,65.0,39.0,49.0,0.0,76.0,52.0,12.0,93.0,50.0,28.0,28.0,15.0,39.76923076923077,1,0,0,0,0,0
56.0,71.0,36.0,32.0,8.0,24.0,81.0,25.0,105.0,105.0,41.0,62.0,12.0,50.61538461538461,1,0,0,0,0,0
66.0,86.0,51.0,58.0,39.0,9.0,68.0,67.0,70.0,40.0,28.0,81.0,39.0,54.0,1,0,0,0,0,0
31.0,71.0,48.0,67.0,71.0,0.0,52.0,57.0,97.0,21.0,23.0,61.0,57.0,50.46153846153846,1,0,0,0,0,0
40.0,41.0,53.0,43.0,33.0,79.0,61.0,78.0,29.0,94.0,65.0,45.0,56.0,55.15384615384615,1,0,0,0,0,0
32.0,51.0,25.0,54.0,30.0,69.0,44.0,90.0,20.0,73.0,31.0,28.0,15.0,43.23076923076923,1,0,0,0,0,0
13.0,24.0,10.0,87.0,15.0,78.0,57.0,63.0,32.0,109.0,32.0,10.0,26.0,42.76923076923077,1,0,0,0,0,0
42.0,17.0,0.0,40.0,5.0,82.0,54.0,70.0,81.0,83.0,49.0,13.0,42.0,44.46153846153846,1,0,0,0,0,0
32.0,4.0,14.0,75.0,38.0,87.0,45.0,58.0,87.0,90.0,50.0,0.0,20.0,46.15384615384615,1,0,0,0,0,0
31.0,59.0,19.0,60.0,23.0,58.0,50.0,28.0,98.0,93.0,45.0,0.0,65.0,48.38461538461539,1,0,0,0,0,0
23.0,42.0,6.0,28.0,2.0,77.0,66.0,80.0,68.0,85.0,52.0,35.0,17.0,44.69230769230769,1,0,0,0,0,0
32.0,86.0,4.0,15.0,17.0,50.0,31.0,74.0,103.0,11.0,30.0,66.0,39.0,42.92307692307692,1,0,0,0,0,0
25.0,61.0,0.0,23.0,45.0,47.0,46.0,67.0,65.0,82.0,41.0,35.0,40.0,44.38461538461539,1,0,0,0,0,0
14.0,25.0,0.0,55.0,45.0,35.0,28.0,35.0,76.0,61.0,43.0,32.0,57.0,38.92307692307692,1,0,0,0,0,0
41.0,63.0,0.0,59.0,60.0,60.0,37.0,108.0,64.0,54.0,62.0,52.0,57.0,55.15384615384615,1,0,0,0,0,0
41.0,58.0,0.0,37.0,87.0,52.0,31.0,55.0,88.0,56.0,87.0,27.0,33.0,50.15384615384615,1,0,0,0,0,0
33.0,23.0,0.0,36.0,65.0,67.0,33.0,22.0,77.0,91.0,54.0,47.0,49.0,45.92307692307692,1,0,0,0,0,0
49.0,72.0,0.0,49.0,80.0,90.0,48.0,4.0,69.0,71.0,32.0,13.0,29.0,46.61538461538461,1,0,0,0,0,0
43.0,86.0,0.0,2.0,16.0,18.0,59.0,62.0,79.0,89.0,65.0,46.0,33.0,46.0,1,0,0,0,0,0
26.0,48.0,0.0,13.0,34.0,46.0,49.0,72.0,45.0,77.0,86.0,17.0,18.0,40.84615384615385,1,0,0,0,0,0
0.0,71.0,0.0,64.0,69.0,90.0,51.0,74.0,83.0,72.0,14.0,19.0,38.0,49.61538461538461,1,0,0,0,0,0
15.0,32.0,0.0,55.0,89.0,28.0,70.0,81.0,21.0,96.0,39.0,13.0,26.0,43.46153846153846,1,0,0,0,0,0
38.0,81.0,0.0,51.0,48.0,22.0,43.0,58.0,72.0,81.0,17.0,40.0,26.0,44.38461538461539,1,0,0,0,0,0
27.0,53.0,0.0,49.0,70.0,70.0,35.0,41.0,84.0,40.0,71.0,53.0,36.0,48.38461538461539,1,0,0,0,0,0
67.0,78.0,6.0,42.0,96.0,81.0,55.0,75.0,84.0,48.0,60.0,40.0,54.0,60.46153846153846,1,0,0,0,0,0
54.0,24.0,9.0,48.0,91.0,85.0,50.0,68.0,63.0,10.0,80.0,63.0,35.0,52.30769230769231,1,0,0,0,0,0
46.0,65.0,2.0,72.0,31.0,72.0,41.0,94.0,67.0,59.0,58.0,32.0,0.0,49.15384615384615,1,0,0,0,0,0
13.0,80.0,0.0,65.0,86.0,80.0,58.0,84.0,88.0,13.0,76.0,20.0,1.0,51.07692307692308,1,0,0,0,0,0
19.0,58.0,0.0,30.0,78.0,77.0,49.0,62.0,74.0,26.0,56.0,42.0,19.0,45.38461538461539,1,0,0,0,0,0
21.0,72.0,0.0,38.0,85.0,51.0,46.0,52.0,116.0,88.0,50.0,43.0,38.0,53.84615384615385,1,0,0,0,0,0
14.0,71.0,0.0,71.0,67.0,23.0,37.0,68.0,52.0,105.0,58.0,47.0,20.0,48.69230769230769,1,0,0,0,0,0
30.0,73.0,0.0,79.0,80.0,33.0,39.0,63.0,55.0,84.0,64.0,68.0,43.0,54.69230769230769,1,0,0,0,0,0
45.0,46.0,1.0,42.0,61.0,67.0,17.0,75.0,20.0,86.0,86.0,43.0,52.0,49.30769230769231,1,0,0,0,0,0
7.0,40.0,7.0,40.0,33.0,54.0,59.0,69.0,49.0,82.0,72.0,22.0,54.0,45.23076923076923,1,0,0,0,0,0
12.0,3.0,3.0,43.0,78.0,52.0,39.0,48.0,92.0,39.0,39.0,47.0,35.0,40.76923076923077,1,0,0,0,0,0
41.0,3.0,0.0,45.0,98.0,32.0,53.0,56.0,98.0,87.0,34.0,66.0,12.0,48.07692307692308,1,0,0,0,0,0
63.0,56.0,0.0,57.0,62.0,63.0,66.0,58.0,98.0,83.0,18.0,70.0,3.0,53.61538461538461,1,0,0,0,0,0
8.0,71.0,0.0,52.0,32.0,19.0,41.0,72.0,46.0,107.0,2.0,46.0,2.0,38.30769230769231,1,0,0,0,0,0
73.0,72.0,0.0,14.0,15.0,84.0,17.0,63.0,89.0,77.0,40.0,29.0,33.0,46.61538461538461,1,0,0,0,0,0
33.0,27.0,0.0,48.0,42.0,96.0,13.0,36.0,74.0,59.0,90.0,30.0,41.0,45.30769230769231,1,0,0,0,0,0
10.0,40.0,0.0,28.0,108.0,68.0,29.0,78.0,50.0,19.0,11.0,39.0,3.0,37.15384615384615,1,0,0,0,0,0
28.0,55.0,18.0,66.0,88.0,54.0,24.0,73.0,45.0,61.0,31.0,51.0,1.0,45.76923076923077,1,0,0,0,0,0
33.0,28.0,0.0,25.0,53.0,28.0,40.0,71.0,77.0,76.0,33.0,1.0,52.0,39.76923076923077,1,0,0,0,0,0
24.0,80.0,0.0,45.0,41.0,63.0,33.0,90.0,95.0,2.0,56.0,10.0,7.0,42.0,1,0,0,0,0,0
61.0,67.0,0.0,51.0,106.0,25.0,32.0,70.0,78.0,0.0,56.0,27.0,10.0,44.84615384615385,1,0,0,0,0,0
22.0,20.0,0.0,50.0,8.0,48.0,22.0,72.0,39.0,13.0,19.0,0.0,34.0,26.692307692307693,1,0,0,0,0,0
9.0,12.0,6.0,69.0,23.0,55.0,59.0,76.0,113.0,58.0,70.0,54.0,33.0,49.0,1,0,0,0,0,0
6.0,19.0,21.0,51.0,94.0,61.0,41.0,75.0,94.0,22.0,28.0,36.0,57.0,46.53846153846154,1,0,0,0,0,0
21.0,88.0,11.0,48.0,65.0,76.0,36.0,64.0,94.0,55.0,57.0,73.0,18.0,54.30769230769231,1,0,0,0,0,0
1.0,36.0,21.0,42.0,95.0,69.0,30.0,45.0,71.0,94.0,73.0,56.0,49.0,52.46153846153846,1,0,0,0,0,0
27.0,56.0,2.0,45.0,78.0,23.0,30.0,68.0,65.0,62.0,62.0,44.0,24.0,45.07692307692308,1,0,0,0,0,0
0.0,78.0,0.0,61.0,62.0,3.0,27.0,81.0,66.0,63.0,54.0,0.0,10.0,38.84615384615385,2,0,0,0,0,0
22.0,78.0,11.0,56.0,110.0,39.0,23.0,30.0,73.0,99.0,13.0,26.0,13.0,45.61538461538461,2,0,0,0,0,0
39.0,26.0,37.0,27.0,82.0,76.0,20.0,47.0,58.0,73.0,53.0,0.0,51.0,45.30769230769231,2,0,0,0,0,0
38.0,62.0,0.0,44.0,68.0,53.0,23.0,90.0,77.0,81.0,18.0,0.0,40.0,45.69230769230769,2,0,0,0,0,0
21.0,16.0,23.0,58.0,64.0,17.0,49.0,69.0,90.0,87.0,26.0,0.0,33.0,42.53846153846154,2,0,0,0,0,0
10.0,32.0,56.0,17.0,62.0,72.0,27.0,10.0,27.0,98.0,47.0,0.0,25.0,37.15384615384615,2,0,0,0,0,0
42.0,48.0,54.0,38.0,34.0,85.0,50.0,20.0,12.0,91.0,82.0,8.0,53.0,47.46153846153846,2,0,0,0,0,0
47.0,67.0,49.0,53.0,93.0,89.0,31.0,8.0,29.0,58.0,51.0,28.0,33.0,48.92307692307692,2,0,0,0,0,0
30.0,66.0,31.0,58.0,89.0,67.0,33.0,69.0,52.0,40.0,47.0,59.0,0.0,49.30769230769231,2,0,0,0,0,0
28.0,77.0,54.0,42.0,63.0,9.0,32.0,90.0,36.0,76.0,56.0,9.0,30.0,46.30769230769231,2,0,0,0,0,0
32.0,52.0,16.0,50.0,97.0,67.0,44.0,77.0,107.0,69.0,26.0,12.0,22.0,51.61538461538461,2,0,0,0,0,0
51.0,72.0,48.0,11.0,91.0,73.0,42.0,77.0,70.0,67.0,79.0,60.0,44.0,60.38461538461539,2,0,0,0,0,0
19.0,69.0,2.0,20.0,69.0,28.0,25.0,58.0,79.0,78.0,49.0,72.0,52.0,47.69230769230769,2,0,0,0,0,0
39.0,31.0,7.0,44.0,66.0,71.0,39.0,40.0,77.0,61.0,41.0,35.0,13.0,43.38461538461539,2,0,0,0,0,0
6.0,56.0,34.0,16.0,5.0,48.0,34.0,54.0,89.0,71.0,67.0,31.0,32.0,41.76923076923077,2,0,0,0,0,0
39.0,85.0,8.0,25.0,0.0,48.0,35.0,76.0,81.0,70.0,17.0,37.0,18.0,41.46153846153846,2,0,0,0,0,0
11.0,79.0,45.0,41.0,57.0,84.0,78.0,73.0,64.0,16.0,46.0,19.0,6.0,47.61538461538461,2,0,0,0,0,0
49.0,74.0,43.0,63.0,75.0,89.0,5.0,43.0,113.0,51.0,61.0,49.0,47.0,58.61538461538461,2,0,0,0,0,0
41.0,4.0,57.0,67.0,53.0,55.0,22.0,58.0,110.0,56.0,39.0,26.0,10.0,46.0,2,0,0,0,0,0
12.0,26.0,48.0,57.0,87.0,39.0,40.0,85.0,98.0,30.0,68.0,24.0,22.0,48.92307692307692,2,0,0,0,0,0
2.0,72.0,18.0,45.0,66.0,0.0,23.0,76.0,100.0,53.0,33.0,21.0,3.0,39.38461538461539,2,0,0,0,0,0
11.0,35.0,4.0,49.0,75.0,2.0,67.0,77.0,54.0,101.0,0.0,83.0,81.0,49.15384615384615,2,0,0,0,0,0
18.0,12.0,53.0,61.0,100.0,31.0,19.0,69.0,0.0,90.0,0.0,36.0,86.0,44.23076923076923,2,0,0,0,0,0
4.0,18.0,42.0,40.0,92.0,50.0,45.0,22.0,27.0,68.0,0.0,41.0,34.0,37.15384615384615,2,0,0,0,0,0
37.0,0.0,22.0,58.0,47.0,66.0,27.0,17.0,53.0,35.0,52.0,0.0,37.0,34.69230769230769,2,0,0,0,0,0
58.0,32.0,19.0,53.0,90.0,44.0,71.0,36.0,62.0,64.0,23.0,12.0,33.0,45.92307692307692,2,0,0,0,0,0
35.0,52.0,47.0,36.0,76.0,85.0,63.0,54.0,44.0,67.0,63.0,60.0,23.0,54.23076923076923,2,0,0,0,0,0
36.0,28.0,38.0,14.0,51.0,47.0,20.0,39.0,91.0,76.0,56.0,84.0,24.0,46.46153846153846,2,0,0,0,0,0
43.0,62.0,37.0,62.0,79.0,0.0,44.0,72.0,98.0,47.0,37.0,59.0,79.0,55.30769230769231,2,0,0,0,0,0
37.0,98.0,46.0,59.0,70.0,48.0,58.0,69.0,86.0,98.0,61.0,22.0,10.0,58.61538461538461,2,0,0,0,0,0
9.0,76.0,47.0,74.0,74.0,77.0,42.0,74.0,86.0,95.0,47.0,77.0,31.0,62.23076923076923,2,0,0,0,0,0
32.0,49.0,26.0,48.0,57.0,30.0,58.0,84.0,62.0,70.0,61.0,13.0,54.0,49.53846153846154,2,0,0,0,0,0
44.0,46.0,9.0,74.0,40.0,34.0,45.0,59.0,49.0,0.0,5.0,47.0,40.0,37.84615384615385,2,0,0,0,0,0
30.0,36.0,38.0,45.0,91.0,82.0,45.0,73.0,58.0,0.0,0.0,75.0,55.0,48.30769230769231,2,0,0,0,0,0
26.0,33.0,44.0,40.0,114.3688469,39.0,52.0,68.0,95.0,21.0,0.0,46.0,34.0,47.105295915384616,2,0,0,0,0,0
15.0,30.0,9.0,58.0,114.3688469,40.0,56.0,41.0,77.0,52.0,4.0,9.0,35.0,41.566834376923076,2,0,0,0,0,0
22.0,17.0,59.0,61.0,81.0,78.0,38.0,55.0,80.0,11.0,18.0,0.0,36.0,42.76923076923077,2,0,0,0,0,0
32.0,35.0,43.0,51.0,30.0,77.0,31.0,37.0,74.0,100.0,63.0,17.0,36.0,48.15384615384615,2,0,0,0,0,0
15.0,86.0,44.0,53.0,86.0,77.0,43.0,37.0,100.0,81.0,30.0,23.0,0.0,51.92307692307692,2,0,0,0,0,0
50.0,84.0,39.0,50.0,105.0,36.0,63.0,71.0,81.0,66.0,83.0,31.0,9.0,59.07692307692308,2,0,0,0,0,0
44.0,6.0,73.0,72.0,91.0,14.0,47.0,71.0,83.0,8.0,47.0,17.0,11.0,44.92307692307692,2,0,0,0,0,0
31.0,0.0,31.0,55.0,99.0,88.0,18.0,60.0,54.0,15.0,55.0,63.0,17.0,45.07692307692308,2,0,0,0,0,0
36.0,14.0,9.0,60.0,86.0,72.0,57.0,69.0,82.0,8.0,43.0,34.0,47.0,47.46153846153846,2,0,0,0,0,0
23.0,91.0,37.0,60.0,14.0,66.0,35.0,61.0,77.0,32.0,44.0,4.0,24.0,43.69230769230769,2,0,0,0,0,0
22.0,90.0,60.0,43.0,23.0,82.0,12.0,73.0,26.0,110.0,56.0,17.0,36.0,50.0,2,0,0,0,0,0
14.0,85.0,51.0,32.0,100.0,31.0,44.0,81.0,8.0,78.0,61.0,48.0,59.0,53.23076923076923,2,0,0,0,0,0
51.0,61.0,63.0,41.0,70.0,47.0,49.0,29.0,3.0,92.0,54.0,54.0,52.0,51.23076923076923,2,0,0,0,0,0
0.0,90.0,48.0,35.0,50.0,14.0,38.0,70.0,84.0,77.0,74.0,60.0,78.0,55.23076923076923,2,0,0,0,0,0
0.0,79.0,65.0,0.0,76.0,1.0,28.0,31.0,76.0,86.0,98.0,40.0,5.0,45.0,2,0,0,0,0,0
0.0,73.0,18.0,5.0,76.0,49.0,31.0,72.0,74.0,99.0,9.0,37.0,42.0,45.0,2,0,0,0,0,0
19.0,72.0,16.0,68.0,69.0,68.0,15.0,64.0,78.0,90.0,41.0,39.0,37.0,52.0,2,0,0,0,0,0
42.0,90.0,49.0,76.0,96.0,77.0,42.0,80.0,74.0,101.0,79.0,19.0,68.0,68.6923076923077,2,0,0,0,0,0
29.0,47.0,32.0,35.0,66.0,68.0,16.0,60.0,104.0,28.0,54.0,60.0,49.0,49.84615384615385,2,0,0,0,0,0
14.0,94.0,10.0,45.0,56.0,81.0,61.0,45.0,89.0,80.0,102.0,9.0,42.0,56.0,2,0,0,0,0,0
17.0,57.0,22.0,5.0,94.0,49.0,48.0,63.0,68.0,66.0,16.0,0.0,66.0,43.92307692307692,2,0,0,0,0,0
24.0,50.0,13.0,67.0,81.0,35.0,37.0,62.0,51.0,69.0,1.0,0.0,32.0,40.15384615384615,2,0,0,0,0,0
12.0,40.0,9.0,72.0,84.0,60.0,37.0,44.0,86.0,26.0,8.0,5.0,8.0,37.76923076923077,2,0,0,0,0,0
10.0,83.0,25.0,29.0,38.0,33.0,46.0,59.0,66.0,33.0,0.0,58.0,1.0,37.0,2,0,0,0,0,0
41.0,91.0,34.0,50.0,7.0,42.0,70.0,19.0,84.0,14.0,0.0,60.0,23.0,41.15384615384615,2,0,0,0,0,0
8.0,66.0,20.0,46.0,22.0,24.0,33.0,34.0,48.0,23.0,8.0,63.0,31.0,32.76923076923077,2,0,0,0,0,0
67.0,58.0,8.0,5.0,87.0,52.0,13.0,12.0,31.0,74.0,56.0,14.0,51.0,40.61538461538461,3,0,0,0,0,0
38.0,88.0,31.0,42.0,72.0,33.0,30.0,4.0,16.0,25.0,0.0,0.0,44.0,32.53846153846154,3,0,0,0,0,0
22.0,87.0,40.0,6.0,99.0,47.0,34.0,87.0,22.0,51.0,0.0,51.0,38.0,44.92307692307692,3,0,0,0,0,0
20.0,64.0,68.0,52.0,40.0,15.0,30.0,87.0,9.0,29.0,0.0,76.0,18.0,39.07692307692308,3,0,0,0,0,0
12.0,33.0,56.0,31.0,30.0,52.0,39.0,74.0,51.0,78.0,0.0,16.0,57.0,40.69230769230769,3,0,0,0,0,0
63.0,15.0,76.0,64.0,114.3688469,76.0,28.0,69.0,80.0,90.0,0.0,33.0,30.0,56.79760360769231,3,0,0,0,0,0
31.0,72.0,47.0,47.0,102.0,40.0,79.0,65.0,84.0,52.0,0.0,69.0,26.0,54.92307692307692,3,0,0,0,0,0
34.0,75.0,2.0,63.0,2.0,7.0,41.0,45.0,84.0,88.0,0.0,65.0,61.0,43.61538461538461,3,0,0,0,0,0
6.0,81.0,43.0,53.0,0.0,61.0,56.0,29.0,34.0,52.0,0.0,75.0,21.0,39.30769230769231,3,0,0,0,0,0
51.0,35.0,18.0,49.0,67.0,53.0,37.0,29.0,36.0,91.0,0.0,72.0,60.0,46.0,3,0,0,0,0,0
31.0,48.0,21.0,48.0,93.0,53.0,60.0,42.0,45.0,60.0,0.0,29.0,74.0,46.46153846153846,3,0,0,0,0,0
46.0,91.0,11.0,47.0,71.0,23.0,75.0,0.0,65.0,68.0,0.0,7.0,40.0,41.84615384615385,3,0,0,0,0,0
18.0,97.0,29.0,54.0,79.0,0.0,28.0,0.0,78.0,61.0,0.0,2.0,68.0,39.53846153846154,3,0,0,0,0,0
30.0,90.0,0.0,38.0,75.0,0.0,45.0,0.0,40.0,48.0,45.0,8.0,29.0,34.46153846153846,3,0,0,0,0,0
